date,open,high,low,close,volume
2026-01-01,99.5,101.0,99.0,100.0,1000.0
2026-01-02,99.81645569620254,101.31645569620254,99.31645569620254,100.31645569620254,1006.3291139240506
2026-01-03,100.13291139240506,101.63291139240506,99.63291139240506,100.63291139240506,1012.6582278481013
2026-01-04,100.4493670886076,101.9493670886076,99.9493670886076,100.9493670886076,1018.9873417721519
2026-01-05,100.76582278481013,102.26582278481013,100.26582278481013,101.26582278481013,1025.3164556962026
2026-01-06,101.08227848101266,102.58227848101266,100.58227848101266,101.58227848101266,1031.6455696202531
2026-01-07,101.39873417721519,102.89873417721519,100.89873417721519,101.89873417721519,1037.9746835443038
2026-01-08,101.71518987341773,103.21518987341773,101.21518987341773,102.21518987341773,1044.3037974683543
2026-01-09,102.03164556962025,103.53164556962025,101.53164556962025,102.53164556962025,1050.632911392405
2026-01-10,102.34810126582279,103.84810126582279,101.84810126582279,102.84810126582279,1056.9620253164558
2026-01-11,102.66455696202532,104.16455696202532,102.16455696202532,103.16455696202532,1063.2911392405063
2026-01-12,102.98101265822785,104.48101265822785,102.48101265822785,103.48101265822785,1069.620253164557
2026-01-13,103.29746835443038,104.79746835443038,102.79746835443038,103.79746835443038,1075.9493670886077
2026-01-14,103.61392405063292,105.11392405063292,103.11392405063292,104.11392405063292,1082.2784810126582
2026-01-15,103.93037974683544,105.43037974683544,103.43037974683544,104.43037974683544,1088.607594936709
2026-01-16,104.24683544303798,105.74683544303798,103.74683544303798,104.74683544303798,1094.9367088607596
2026-01-17,104.5632911392405,106.0632911392405,104.0632911392405,105.0632911392405,1101.26582278481
2026-01-18,104.87974683544304,106.37974683544304,104.37974683544304,105.37974683544304,1107.5949367088608
2026-01-19,105.19620253164557,106.69620253164557,104.69620253164557,105.69620253164557,1113.9240506329113
2026-01-20,105.5126582278481,107.0126582278481,105.0126582278481,106.0126582278481,1120.253164556962
2026-01-21,105.82911392405063,107.32911392405063,105.32911392405063,106.32911392405063,1126.5822784810127
2026-01-22,106.14556962025317,107.64556962025317,105.64556962025317,106.64556962025317,1132.9113924050632
2026-01-23,106.4620253164557,107.9620253164557,105.9620253164557,106.9620253164557,1139.240506329114
2026-01-24,106.77848101265823,108.27848101265823,106.27848101265823,107.27848101265823,1145.5696202531644
2026-01-25,107.09493670886076,108.59493670886076,106.59493670886076,107.59493670886076,1151.8987341772151
2026-01-26,107.4113924050633,108.9113924050633,106.9113924050633,107.9113924050633,1158.2278481012659
2026-01-27,107.72784810126582,109.22784810126582,107.22784810126582,108.22784810126582,1164.5569620253164
2026-01-28,108.04430379746836,109.54430379746836,107.54430379746836,108.54430379746836,1170.886075949367
2026-01-29,108.36075949367088,109.86075949367088,107.86075949367088,108.86075949367088,1177.2151898734178
2026-01-30,108.67721518987342,110.17721518987342,108.17721518987342,109.17721518987342,1183.5443037974683
2026-01-31,108.99367088607595,110.49367088607595,108.49367088607595,109.49367088607595,1189.873417721519
2026-02-01,109.31012658227849,110.81012658227849,108.81012658227849,109.81012658227849,1196.2025316455697
2026-02-02,109.62658227848101,111.12658227848101,109.12658227848101,110.12658227848101,1202.5316455696202
2026-02-03,109.94303797468355,111.44303797468355,109.44303797468355,110.44303797468355,1208.860759493671
2026-02-04,110.25949367088607,111.75949367088607,109.75949367088607,110.75949367088607,1215.1898734177216
2026-02-05,110.57594936708861,112.07594936708861,110.07594936708861,111.07594936708861,1221.5189873417721
2026-02-06,110.89240506329114,112.39240506329114,110.39240506329114,111.39240506329114,1227.8481012658228
2026-02-07,111.20886075949367,112.70886075949367,110.70886075949367,111.70886075949367,1234.1772151898733
2026-02-08,111.5253164556962,113.0253164556962,111.0253164556962,112.0253164556962,1240.506329113924
2026-02-09,111.84177215189874,113.34177215189874,111.34177215189874,112.34177215189874,1246.8354430379748
2026-02-10,112.15822784810126,113.65822784810126,111.65822784810126,112.65822784810126,1253.1645569620252
2026-02-11,112.4746835443038,113.9746835443038,111.9746835443038,112.9746835443038,1259.493670886076
2026-02-12,112.79113924050633,114.29113924050633,112.29113924050633,113.29113924050633,1265.8227848101264
2026-02-13,113.10759493670886,114.60759493670886,112.60759493670886,113.60759493670886,1272.1518987341772
2026-02-14,113.42405063291139,114.92405063291139,112.92405063291139,113.92405063291139,1278.4810126582279
2026-02-15,113.74050632911393,115.24050632911393,113.24050632911393,114.24050632911393,1284.8101265822784
2026-02-16,114.05696202531645,115.55696202531645,113.55696202531645,114.55696202531645,1291.139240506329
2026-02-17,114.37341772151899,115.87341772151899,113.87341772151899,114.87341772151899,1297.4683544303798
2026-02-18,114.68987341772151,116.18987341772151,114.18987341772151,115.18987341772151,1303.7974683544303
2026-02-19,115.00632911392405,116.50632911392405,114.50632911392405,115.50632911392405,1310.126582278481
2026-02-20,115.32278481012658,116.82278481012658,114.82278481012658,115.82278481012658,1316.4556962025317
2026-02-21,115.63924050632912,117.13924050632912,115.13924050632912,116.13924050632912,1322.7848101265822
2026-02-22,115.95569620253164,117.45569620253164,115.45569620253164,116.45569620253164,1329.113924050633
2026-02-23,116.27215189873418,117.77215189873418,115.77215189873418,116.77215189873418,1335.4430379746836
2026-02-24,116.58860759493672,118.08860759493672,116.08860759493672,117.08860759493672,1341.7721518987341
2026-02-25,116.90506329113924,118.40506329113924,116.40506329113924,117.40506329113924,1348.1012658227849
2026-02-26,117.22151898734177,118.72151898734177,116.72151898734177,117.72151898734177,1354.4303797468356
2026-02-27,117.5379746835443,119.0379746835443,117.0379746835443,118.0379746835443,1360.759493670886
2026-02-28,117.85443037974684,119.35443037974684,117.35443037974684,118.35443037974684,1367.0886075949368
2026-03-01,118.17088607594937,119.67088607594937,117.67088607594937,118.67088607594937,1373.4177215189873
2026-03-02,118.4873417721519,119.9873417721519,117.9873417721519,118.9873417721519,1379.746835443038
2026-03-03,118.80379746835443,120.30379746835443,118.30379746835443,119.30379746835443,1386.0759493670885
2026-03-04,119.12025316455697,120.62025316455697,118.62025316455697,119.62025316455697,1392.4050632911392
2026-03-05,119.4367088607595,120.9367088607595,118.9367088607595,119.9367088607595,1398.73417721519
2026-03-06,119.75316455696202,121.25316455696202,119.25316455696202,120.25316455696202,1405.0632911392404
2026-03-07,120.06962025316456,121.56962025316456,119.56962025316456,120.56962025316456,1411.392405063291
2026-03-08,120.3860759493671,121.8860759493671,119.8860759493671,120.8860759493671,1417.7215189873418
2026-03-09,120.70253164556962,122.20253164556962,120.20253164556962,121.20253164556962,1424.0506329113923
2026-03-10,121.01898734177215,122.51898734177215,120.51898734177215,121.51898734177215,1430.379746835443
2026-03-11,121.33544303797468,122.83544303797468,120.83544303797468,121.83544303797468,1436.7088607594937
2026-03-12,121.65189873417722,123.15189873417722,121.15189873417722,122.15189873417722,1443.0379746835442
2026-03-13,121.96835443037975,123.46835443037975,121.46835443037975,122.46835443037975,1449.367088607595
2026-03-14,122.28481012658227,123.78481012658227,121.78481012658227,122.78481012658227,1455.6962025316457
2026-03-15,122.60126582278481,124.10126582278481,122.10126582278481,123.10126582278481,1462.0253164556962
2026-03-16,122.91772151898735,124.41772151898735,122.41772151898735,123.41772151898735,1468.3544303797469
2026-03-17,123.23417721518987,124.73417721518987,122.73417721518987,123.73417721518987,1474.6835443037976
2026-03-18,123.5506329113924,125.0506329113924,123.0506329113924,124.0506329113924,1481.012658227848
2026-03-19,123.86708860759494,125.36708860759494,123.36708860759494,124.36708860759494,1487.3417721518988
2026-03-20,124.18354430379748,125.68354430379748,123.68354430379748,124.68354430379748,1493.6708860759493
2026-03-21,124.5,126.0,124.0,125.0,1500.0
